lambda_c,lambda_s,lambda_d,val_total_loss,val_comm_nmse,val_range_norm_mse,val_doppler_norm_mse,composite_score
1.0,0.1,0.1,1.1608703136444092,1.0925644636154175,0.3609580397605896,0.3220999240875244,1.7756224274635315
1.0,0.5,0.5,1.4340934753417969,1.0925644636154175,0.3609580397605896,0.3220999240875244,1.7756224274635315
1.0,1.0,1.0,1.7756223678588867,1.0925644636154175,0.3609580397605896,0.3220999240875244,1.7756224274635315
0.5,1.0,1.0,1.2293401956558228,1.0925644636154175,0.3609580397605896,0.3220999240875244,1.7756224274635315
