include_clutter,LMMSE_NMSE_mean,LMMSE_NMSE_std,LMMSE_Range_RMSE_mean,LMMSE_Range_RMSE_std,Transformer_NMSE_mean,Transformer_NMSE_std,Transformer_Range_RMSE_mean,Transformer_Range_RMSE_std,Mamba_NMSE_mean,Mamba_NMSE_std,Mamba_Range_RMSE_mean,Mamba_Range_RMSE_std
False,-6.732825950156005,0.013379053962346184,0.7144748643164734,0.03684935958495562,-14.639567057291666,0.03320444157488191,3.5528968969980874,0.5585074801806519,-14.753363927205404,0.01186287871249735,2.4795188109079995,0.3159820250694579
True,-6.661069080064929,0.026800808873231267,0.7332604207961105,0.04009116876269184,-14.114903767903646,0.08570649410400709,4.590009530385335,0.3942069149349496,-13.859670321146647,0.0016360078983511741,2.4134729703267417,0.27075013836034434
